"","UMAP_1","UMAP_2"
"human1_lib1.final_cell_0064",4.1325945857296,16.1793076721834
"human1_lib1.final_cell_0065",5.51485633881188,14.4904973236727
"human1_lib1.final_cell_0067",0.361522019220355,3.90035292784446
"human1_lib1.final_cell_0068",1.34344160587883,-10.1509821685148
"human1_lib1.final_cell_0069",10.931176662756,-8.76503494103677
"human1_lib1.final_cell_0070",0.794586241556171,3.83256313482993
"human1_lib1.final_cell_0071",1.65227293999291,-7.24934270699746
"human1_lib1.final_cell_0072",1.84530639679528,-7.700775411923
"human1_lib1.final_cell_0073",1.19310927422142,-8.93577506860025
"human1_lib1.final_cell_0074",10.6437973979244,-8.26299121697671
"human1_lib1.final_cell_0075",-0.206735960828301,-9.80858638604409
"human1_lib1.final_cell_0076",1.61802613766289,-10.4955389769865
"human1_lib1.final_cell_0077",10.7244677546749,-8.74616744836099
"human1_lib1.final_cell_0078",1.17996966869927,-9.60171916802651
"human1_lib1.final_cell_0079",1.25170230896569,-10.8136427672697
"human1_lib1.final_cell_0080",1.51890766651726,-10.4980042250944
"human1_lib1.final_cell_0081",1.36254072220421,-10.1430847915006
"human1_lib1.final_cell_0082",0.784082591844562,-9.56491496880776
"human1_lib1.final_cell_0083",1.37533581287957,-10.9477837355924
"human1_lib1.final_cell_0085",-16.0766692158451,0.782108697097234
"human1_lib1.final_cell_0086",10.6482520106564,-8.17831828912026
"human1_lib1.final_cell_0087",11.3095831874142,-8.37462928612954
"human1_lib1.final_cell_0088",0.898676693750385,-10.9232113631559
"human1_lib1.final_cell_0089",1.75066709549523,-7.19481637795694
"human1_lib1.final_cell_0090",1.30907309086418,-9.78072192986733
"human1_lib1.final_cell_0091",1.52610790760613,-11.0564110549284
"human1_lib1.final_cell_0092",1.96373844177819,-10.2263415129972
"human1_lib1.final_cell_0093",0.747406661821369,-10.6783964904142
"human1_lib1.final_cell_0094",1.6163409951458,-9.12156513055093
"human1_lib1.final_cell_0095",1.55466723473168,-9.57714965661294
"human1_lib1.final_cell_0096",1.93932485611534,-7.27010276635415
"human1_lib1.final_cell_0097",1.80799639256096,-9.48371436913735
"human1_lib1.final_cell_0098",10.3798508647213,-9.18056609948403
"human1_lib1.final_cell_0099",10.5518708232174,-8.17627551873452
"human1_lib1.final_cell_0100",0.940039515806201,-10.6920264037443
"human1_lib1.final_cell_0101",11.131875515295,-8.10873916466958
"human1_lib1.final_cell_0102",0.822451293779376,4.06152484099143
"human1_lib1.final_cell_0103",-0.776291846918103,4.36361930052512
"human1_lib1.final_cell_0104",11.0280089381466,-8.93788459618814
"human1_lib1.final_cell_0105",0.555523336244586,-11.1832945617033
"human1_lib1.final_cell_0106",1.23658061058617,-10.6707308562589
"human1_lib1.final_cell_0107",1.55868315727806,-7.28596856911904
"human1_lib1.final_cell_0108",1.08476197750664,-10.3052876265836
"human1_lib1.final_cell_0110",10.6178097728024,-8.09808280785806
"human1_lib1.final_cell_0111",0.0720805677900347,-10.6423247130705
"human1_lib1.final_cell_0112",1.68050968678093,-8.14721038659341
"human1_lib1.final_cell_0113",10.9188380244503,-8.62280204613931
"human1_lib1.final_cell_0114",1.57845389874077,-9.93904426415689
"human1_lib1.final_cell_0115",1.35741913349724,-10.558628347714
"human1_lib1.final_cell_0116",0.998587131811145,-11.0356991561247
"human1_lib1.final_cell_0117",10.9895539286861,-8.2744591506315
"human1_lib1.final_cell_0118",1.3967376950512,-9.63556697686441
"human1_lib1.final_cell_0119",10.7886366847286,-8.42019584496743
"human1_lib1.final_cell_0120",1.760896206213,-9.95019271691567
"human1_lib1.final_cell_0121",1.24186730415917,-9.80008056481607
"human1_lib1.final_cell_0122",1.70495641262627,-9.42399146874673
"human1_lib1.final_cell_0124",1.40719950230217,-10.885216024716
"human1_lib1.final_cell_0125",1.54109466106987,-9.64495780785806
"human1_lib1.final_cell_0126",1.49270916016198,-11.0281985076261
"human1_lib1.final_cell_0127",1.13183772595024,3.6904394356417
"human1_lib1.final_cell_0128",1.48768293888665,-9.42169788201577
"human1_lib1.final_cell_0129",10.6484379771481,-9.21230914910562
"human1_lib1.final_cell_0130",0.366423815799716,-11.0400717528654
"human1_lib1.final_cell_0131",-1.01366937129402,5.10381910483115
"human1_lib1.final_cell_0132",1.65884280235863,4.24406406561606
"human1_lib1.final_cell_0133",1.89200401337242,-10.477085378964
"human1_lib1.final_cell_0135",0.767815590215686,3.94308373610251
"human1_lib1.final_cell_0136",1.20708560974694,-10.9313996108366
"human1_lib1.final_cell_0137",1.64345479042626,-10.8239224227262
"human1_lib1.final_cell_0138",-0.803263008283612,4.57933494726889
"human1_lib1.final_cell_0139",1.64279878170586,-10.7380450042082
"human1_lib1.final_cell_0140",11.1006026271114,-8.9311278136564
"human1_lib1.final_cell_0141",1.94658136398888,-7.53801181634195
"human1_lib1.final_cell_0142",0.959823608709339,-10.3946097167326
"human1_lib1.final_cell_0143",0.250613034082416,-11.1391461165739
"human1_lib1.final_cell_0144",1.09773623974419,-10.3427317412687
"human1_lib1.final_cell_0145",1.13919889958001,-10.7271092208219
"human1_lib1.final_cell_0146",11.1257939341793,-8.29957225640542
"human1_lib1.final_cell_0147",1.66605913670159,-8.02170684655435
"human1_lib1.final_cell_0148",3.64276576073265,16.5689007965731
"human1_lib1.final_cell_0149",3.8719494345913,16.7442290512728
"human1_lib1.final_cell_0150",1.35845863850212,-9.36129405816323
"human1_lib1.final_cell_0151",1.47975218327141,-8.23252895196206
"human1_lib1.final_cell_0152",1.55803298981285,-10.7738373549772
"human1_lib1.final_cell_0153",1.2400883439312,-10.6494820388151
"human1_lib1.final_cell_0154",11.1426301005611,-8.46327522118814
"human1_lib1.final_cell_0155",1.38424551518059,-9.80554416497476
"human1_lib1.final_cell_0156",-16.0943541523685,0.742381828825406
"human1_lib1.final_cell_0157",0.254769683195117,-10.8883602889372
"human1_lib1.final_cell_0158",1.2772376540432,-8.69481685479409
"human1_lib1.final_cell_0159",0.588279962850574,3.95682332197898
"human1_lib1.final_cell_0160",1.85525870354271,-10.3669522078825
"human1_lib1.final_cell_0161",-0.125618211614129,4.26854488531821
"human1_lib1.final_cell_0162",0.417689979387287,-10.9835579665495
"human1_lib1.final_cell_0163",-6.14488458602333,-1.70830824692971
"human1_lib1.final_cell_0164",1.32630217106438,-9.33541419823892
"human1_lib1.final_cell_0165",1.11499130756951,-10.2532561095548
"human1_lib1.final_cell_0166",1.06410503418541,-8.21044662316567
"human1_lib1.final_cell_0167",1.72574710877037,-7.20529439767129
"human1_lib1.final_cell_0168",-0.089164827930436,-10.6037199767423
"human1_lib1.final_cell_0169",1.06720471413231,-10.0625860961271
"human1_lib1.final_cell_0170",1.14400148422814,-9.37640598138101
"human1_lib1.final_cell_0172",2.01146245033837,-7.38525750954873
"human1_lib1.final_cell_0174",0.979231834722522,-10.6500981124235
"human1_lib1.final_cell_0175",0.792239129854206,-11.2406285079313
"human1_lib1.final_cell_0176",1.43334710629082,-10.5909235747648
"human1_lib1.final_cell_0178",10.4849867823849,-8.36319568475015
"human1_lib1.final_cell_0179",1.2067072394619,-10.9991286071134
"human1_lib1.final_cell_0180",10.6469321254025,-8.20549514611489
"human1_lib1.final_cell_0181",0.0917140695581468,-10.9026024611784
"human1_lib1.final_cell_0183",-0.072466142164704,3.88141057173484
"human1_lib1.final_cell_0184",0.358735382867816,-10.9296772750211
"human1_lib1.final_cell_0185",0.81009215147591,4.03969404379599
"human1_lib1.final_cell_0186",0.397724390340808,-11.0060122283292
"human1_lib1.final_cell_0187",-0.0103696730604139,3.91650888602012
"human1_lib1.final_cell_0188",-18.8945231434574,6.85392305533164
"human1_lib1.final_cell_0189",1.47189271481133,-8.32829120476968
"human1_lib1.final_cell_0190",0.629800618005756,-11.2864268096281
"human1_lib1.final_cell_0191",-0.872531413721081,4.17830297629111
"human1_lib1.final_cell_0192",10.6464247706661,-9.24771716912515
"human1_lib1.final_cell_0193",0.0823039266595873,-10.774090078671
"human1_lib1.final_cell_0194",1.16051483185387,-10.179101255734
"human1_lib1.final_cell_0195",10.6616797450314,-9.38200691064126
"human1_lib1.final_cell_0196",0.644676864458087,-10.7100794585539
"human1_lib1.final_cell_0197",-6.49165677993202,-2.17824247201211
"human1_lib1.final_cell_0198",-0.131579562710759,4.28395840803855
"human1_lib1.final_cell_0199",0.590040743661884,-10.8129885466886
"human1_lib1.final_cell_0200",-0.0644469164928166,-10.7213156493498
"human1_lib1.final_cell_0201",10.9440827372799,-9.02667453606851
"human1_lib1.final_cell_0202",-0.578394859718319,4.31508991400473
"human1_lib1.final_cell_0203",2.15789294273949,14.2888915268587
"human1_lib1.final_cell_0204",1.01662969620324,-10.9787733825041
"human1_lib1.final_cell_0205",0.962273359609607,3.70940611044639
"human1_lib1.final_cell_0206",1.30733132393456,-11.3225014479948
"human1_lib1.final_cell_0207",2.3678138259182,15.7557332245516
"human1_lib1.final_cell_0208",-0.0702753604074684,3.87373516241782
"human1_lib1.final_cell_0209",2.60776591332054,16.2333504883456
"human1_lib1.final_cell_0210",0.976394176794055,-10.5765755446745
"human1_lib1.final_cell_0211",-0.256844505356785,-10.689113882382
"human1_lib1.final_cell_0212",0.211701095415119,4.80738374869101
"human1_lib1.final_cell_0213",0.667005360437396,-10.5959561141325
"human1_lib1.final_cell_0214",1.2004269364605,-9.55881049950845
"human1_lib1.final_cell_0215",-15.472354411768,3.56732389609092
"human1_lib1.final_cell_0216",2.38524746925927,15.7696730820345
"human1_lib1.final_cell_0217",5.64873790772057,14.6732527939486
"human1_lib1.final_cell_0218",-16.853509425806,5.32402822653525
"human1_lib1.final_cell_0219",-16.0574574467411,0.730539101164273
"human1_lib1.final_cell_0220",0.111160308433536,-10.8375027449918
"human1_lib1.final_cell_0221",11.5090870860348,-9.00260188897378
"human1_lib1.final_cell_0222",-6.37435150115394,-2.24328258355386
"human1_lib1.final_cell_0223",1.75428020985222,-10.4522059233976
"human1_lib1.final_cell_0224",1.05531096489525,-8.95764758904702
"human1_lib1.final_cell_0225",1.21924269230461,-10.6336348326994
"human1_lib1.final_cell_0226",-0.558154225038525,4.56090185324424
"human1_lib1.final_cell_0227",0.305579871250156,-10.6096051009489
"human1_lib1.final_cell_0228",0.978336572957996,-10.7853310378385
"human1_lib1.final_cell_0229",11.0613722804318,-8.37674453576333
"human1_lib1.final_cell_0230",4.78114032776451,16.6953189102816
"human1_lib1.final_cell_0231",0.723904908014301,-10.1316645415617
"human1_lib1.final_cell_0232",10.5000166896114,-8.68416908105142
"human1_lib1.final_cell_0233",10.7282214167843,-9.29877212365396
"human1_lib1.final_cell_0234",1.03069651157952,-10.1468155654264
"human1_lib1.final_cell_0235",10.7126822474728,-8.49872806390054
"human1_lib1.final_cell_0236",1.20520961315728,-8.76571777184732
"human1_lib1.final_cell_0237",-15.9230608937015,0.639139271329573
"human1_lib1.final_cell_0238",0.621454716039661,-9.05459239800698
"human1_lib1.final_cell_0239",1.18334567577935,-10.3954966338468
"human1_lib1.final_cell_0240",10.6723961833248,-8.57945278008706
"human1_lib1.final_cell_0241",1.43889200718499,-11.0369017394376
"human1_lib1.final_cell_0242",-15.139645099329,4.02878377119773
"human1_lib1.final_cell_0243",0.700336158586505,-10.4951412947965
"human1_lib1.final_cell_0245",-0.355198561834332,4.81589052359336
"human1_lib1.final_cell_0246",10.4187426570187,-8.40343692620523
"human1_lib1.final_cell_0247",0.759640574766162,-11.2633230956388
"human1_lib1.final_cell_0248",-0.074283655421969,4.10737082640403
"human1_lib1.final_cell_0249",0.122344479275707,-10.5615141661955
"human1_lib1.final_cell_0250",-17.9116282459965,7.2511756149935
"human1_lib1.final_cell_0251",10.3131270411739,-9.30381801446206
"human1_lib1.final_cell_0252",11.5728020671139,-8.2981236251188
"human1_lib1.final_cell_0253",1.3306725028286,-9.60561015923745
"human1_lib1.final_cell_0254",-0.479808717655179,-12.7856886657072
"human1_lib1.final_cell_0255",10.7867407801876,-9.24788024743325
"human1_lib1.final_cell_0256",-6.15587711303138,-1.83785298188455
"human1_lib1.final_cell_0257",1.07156240971184,3.91398570219748
"human1_lib1.final_cell_0258",0.782158673120502,-10.2619984420133
"human1_lib1.final_cell_0259",0.863227665735248,-10.5813267501188
"human1_lib1.final_cell_0260",1.02472615273095,-9.51207378228433
"human1_lib1.final_cell_0261",5.49497652084923,15.2302157608675
"human1_lib1.final_cell_0262",10.4967265132198,-8.6784422667814
"human1_lib1.final_cell_0263",-0.348777621673581,4.38500640074485
"human1_lib1.final_cell_0264",1.29573822052574,-10.6464894088102
"human1_lib1.final_cell_0265",-6.3276948925724,-1.85131910165078
"human1_lib1.final_cell_0266",1.62619268925286,-10.6612112792326
"human1_lib1.final_cell_0267",0.413659930540088,-10.6896870406461
"human1_lib1.final_cell_0268",1.01902866394615,-11.3453762801481
"human1_lib1.final_cell_0269",-15.1772379872074,3.9594619003939
"human1_lib1.final_cell_0270",1.04167079956627,3.93573758284324
"human1_lib1.final_cell_0271",10.7627854350338,-9.28047206719644
"human1_lib1.final_cell_0272",0.438820004774097,4.83939907232993
"human1_lib1.final_cell_0273",-17.2632517811527,7.14375421683066
"human1_lib1.final_cell_0274",1.19920706780053,3.81879255453818
"human1_lib1.final_cell_0275",11.1025681498776,-8.49226501305825
"human1_lib1.final_cell_0276",0.827999651742938,-10.8688633712125
"human1_lib1.final_cell_0277",-6.20030546157264,-1.86886146386392
"human1_lib1.final_cell_0278",2.69513177902794,15.8819224564242
"human1_lib1.final_cell_0279",0.444916904283527,4.28213808218711
"human1_lib1.final_cell_0280",1.08934116394615,3.79663393179648
"human1_lib1.final_cell_0281",10.9911131861935,-8.99090984185464
"human1_lib1.final_cell_0282",1.1610164645443,-10.488240507443
"human1_lib1.final_cell_0283",0.73011750013924,-10.81640460809
"human1_lib1.final_cell_0284",3.9724645617733,16.7819907395052
"human1_lib1.final_cell_0285",-0.779269754575726,4.52800652662986
"human1_lib1.final_cell_0286",1.61984133751488,-9.31324127038247
"human1_lib1.final_cell_0287",10.7532792094479,-8.52893760522134
"human1_lib1.final_cell_0288",5.09634447128868,1.7222689119982
"human1_lib1.final_cell_0289",-17.7629389759769,6.46831104437583
"human1_lib1.final_cell_0290",0.57174438269234,-10.4785664351774
"human1_lib1.final_cell_0291",0.247290492368701,-11.1279471190763
"human1_lib1.final_cell_0292",1.42024219067192,-8.16778495629556
"human1_lib1.final_cell_0293",1.93760752709008,-7.42725971062905
"human1_lib1.final_cell_0294",-0.187511540638444,-10.9029934676481
"human1_lib1.final_cell_0295",-0.00908601997995054,-10.6345789702726
"human1_lib1.final_cell_0296",0.430435657812122,-10.7181360991789
"human1_lib1.final_cell_0297",1.05434989960289,-8.41204288323648
"human1_lib1.final_cell_0298",0.923453450513843,-11.3818781646085
"human1_lib1.final_cell_0299",0.905396879030231,-10.4674380095792
"human1_lib1.final_cell_0300",1.13984787495232,-8.89063957055337
"human1_lib1.final_cell_0301",-6.37342071502113,-1.84425213654763
"human1_lib1.final_cell_0302",-17.4958949085941,7.44728634039634
"human1_lib1.final_cell_0303",1.09697663815117,-9.93412998040444
"human1_lib1.final_cell_0304",1.13003373177147,-9.69224956353433
"human1_lib1.final_cell_0305",1.29307234318352,-7.43813731988198
"human1_lib1.final_cell_0306",10.5261406901608,-8.26596286614663
"human1_lib1.final_cell_0307",-0.18598649619722,-10.744515684445
"human1_lib1.final_cell_0308",-6.64848804442787,-2.10919764359719
"human1_lib1.final_cell_0310",10.9972414973507,-9.3008148940397
"human1_lib1.final_cell_0311",0.968274712873462,-9.46612098534829
"human1_lib1.final_cell_0312",1.09157943756676,-10.1757920058561
"human1_lib1.final_cell_0313",-6.31852340667152,-1.70016410668618
"human1_lib1.final_cell_0314",0.994723677946094,-9.7175400527311
"human1_lib1.final_cell_0315",-6.76045942275428,-2.69072773774392
"human1_lib1.final_cell_0316",-0.518970668004986,-10.5658991607023
"human1_lib1.final_cell_0317",0.538625181032184,-10.7322848113371
"human1_lib1.final_cell_0318",1.37678730518914,-8.9896519454313
"human1_lib1.final_cell_0319",-18.6625380512943,7.10878584067099
"human1_lib1.final_cell_0320",0.700944364381793,-11.0230210097624
"human1_lib1.final_cell_0321",10.6284489634762,-9.44524314721353
"human1_lib1.final_cell_0322",-1.1822487112751,5.37786361853354
"human1_lib1.final_cell_0324",-0.472518771575924,4.26285097281211
"human1_lib1.final_cell_0325",-15.3127913471928,4.03892037550681
"human1_lib1.final_cell_0326",0.381725520206455,4.62829754034751
"human1_lib1.final_cell_0327",-0.303090020703312,4.07548615614646
"human1_lib1.final_cell_0328",1.3163765671978,-10.3890421660734
"human1_lib1.final_cell_0329",0.246941745592121,-10.8480742247892
"human1_lib1.final_cell_0330",5.52936887772179,14.7414939133333
"human1_lib1.final_cell_0331",1.25532007248497,-7.2595060141874
"human1_lib1.final_cell_0332",4.20497512848473,6.08615228811972
"human1_lib1.final_cell_0333",1.35128521950341,-9.32603767236001
"human1_lib1.final_cell_0334",1.05951571495629,3.88057968298667
"human1_lib1.final_cell_0335",1.66678726704216,-8.43787601311929
"human1_lib1.final_cell_0336",1.42592752010918,-7.29745939095742
"human1_lib1.final_cell_0337",10.9424757960568,-9.09243610223062
"human1_lib1.final_cell_0338",10.7998242381344,-9.33247115929849
"human1_lib1.final_cell_0339",0.0197493213543924,-11.1123707564665
"human1_lib1.final_cell_0340",1.7357155087719,-7.28308465798623
"human1_lib1.final_cell_0341",0.450562775445941,-11.3276055129362
"human1_lib1.final_cell_0342",5.05420780212975,14.1213490692782
"human1_lib1.final_cell_0344",1.06645441086388,-10.9789040358854
"human1_lib1.final_cell_0345",0.388946146083835,3.76189872900718
"human1_lib1.final_cell_0346",1.30440020592308,-11.174558904965
"human1_lib1.final_cell_0347",1.46763730080223,-10.7316153319669
"human1_lib1.final_cell_0348",0.856046319318775,4.04133865515464
"human1_lib1.final_cell_0349",0.337022364450458,-10.4087889464689
"human1_lib1.final_cell_0350",-15.3405413624515,3.83422705809348
"human1_lib1.final_cell_0351",0.911606192899707,-11.2600748809171
"human1_lib1.final_cell_0352",-6.09650993316078,-1.75028612931497
"human1_lib1.final_cell_0353",0.854243398023609,-11.4224665435148
"human1_lib1.final_cell_0354",-6.30696535079384,-1.79660108407266
"human1_lib1.final_cell_0355",-18.4470648762455,7.05208990256064
"human1_lib1.final_cell_0356",1.30419826538658,-9.53715827782876
"human1_lib1.final_cell_0357",-0.0695717089494435,4.01081273237937
"human1_lib1.final_cell_0358",-13.6708321568241,1.78078159968131
"human1_lib1.final_cell_0359",0.178938806367877,-10.9361231597257
"human1_lib1.final_cell_0360",-14.7884316441288,3.93963071982139
"human1_lib1.final_cell_0361",-18.0829768177738,7.30845472494834
"human1_lib1.final_cell_0362",-6.12855577437782,-1.9935148032499
"human1_lib1.final_cell_0363",0.509639680696491,-11.1913006575895
"human1_lib1.final_cell_0364",-0.0372795347740618,-10.5082819732023
"human1_lib1.final_cell_0365",-0.606250405000683,5.27578327337973
"human1_lib1.final_cell_0366",-0.189325622903344,4.50667998472922
"human1_lib1.final_cell_0367",-6.3173074719181,-2.29498985131509
"human1_lib1.final_cell_0368",0.600630045248035,-11.3628742965055
"human1_lib1.final_cell_0369",1.58370065720177,-7.81807067712075
"human1_lib1.final_cell_0370",10.8585095408688,-8.71909644921548
"human1_lib1.final_cell_0373",-6.58083152739906,-1.68342736085183
"human1_lib1.final_cell_0374",2.54153299362755,15.1829669205355
"human1_lib1.final_cell_0375",4.53938436539269,17.3922126022982
"human1_lib1.final_cell_0376",-18.132920741724,7.29853651205771
"human1_lib1.final_cell_0377",11.8912520411739,-8.99158504327066
"human1_lib1.final_cell_0378",1.3454704287777,-10.2617438109709
"human1_lib1.final_cell_0379",-0.0813998558243481,-11.9961188109709
"human1_lib1.final_cell_0380",-18.9529356953373,6.9176065651583
"human1_lib1.final_cell_0381",-0.512381106304165,4.84904453436606
"human1_lib1.final_cell_0383",-18.2127490040531,7.26984426657431
"human1_lib1.final_cell_0384",-17.4898295399418,7.15875456015342
"human1_lib1.final_cell_0385",-0.46835097639465,4.18095919768088
"human1_lib1.final_cell_0386",1.5426197055111,-7.14418914635904
"human1_lib1.final_cell_0387",0.857921541048053,-8.37084319909341
"human1_lib1.final_cell_0388",-6.2786397930851,-1.82182505448587
"human1_lib1.final_cell_0389",1.18907463581658,-10.2641680510832
"human1_lib1.final_cell_0390",-0.743890404390332,5.16596958319419
"human1_lib1.final_cell_0391",1.46296513111687,-8.72428539117105
"human1_lib1.final_cell_0392",-0.337586432384488,-10.031341818173
"human1_lib1.final_cell_0393",0.251579404188159,-10.3144142897917
"human1_lib1.final_cell_0394",1.3314779999981,-7.24787309487588
"human1_lib1.final_cell_0395",-0.576225280450818,-9.86808231194741
"human1_lib1.final_cell_0396",10.6337695124874,-9.40643623193032
"human1_lib1.final_cell_0397",1.37720119984246,-7.38976028283364
"human1_lib1.final_cell_0398",-15.3044295307865,3.39636394659751
"human1_lib1.final_cell_0399",-16.0135865208378,0.626422594289712
"human1_lib1.final_cell_0400",0.222320795370105,-11.3174546035124
"human1_lib1.final_cell_0401",1.31016981632805,3.98941895643943
"human1_lib1.final_cell_0402",1.80776655705071,-7.28478458245523
"human1_lib1.final_cell_0403",-6.56096601455116,-1.91818979104287
"human1_lib1.final_cell_0404",-15.3926815983524,3.91467377821677
"human1_lib1.final_cell_0405",0.454392910314563,-10.4636538298917
"human1_lib1.final_cell_0406",0.362574369026187,4.3406076161074
"human1_lib1.final_cell_0407",-15.5287861820927,3.75713226477378
"human1_lib1.final_cell_0408",-19.0448050495853,6.86565944830649
"human1_lib1.final_cell_0409",-0.550485104011532,-10.277212408383
"human1_lib1.final_cell_0410",3.26152896912194,16.5843331543612
"human1_lib1.final_cell_0411",-17.9239954945316,7.37925789038413
"human1_lib1.final_cell_0412",5.14513540299034,14.0462987152743
"human1_lib1.final_cell_0414",0.443403721166614,4.99544546286338
"human1_lib1.final_cell_0415",10.6777796748409,-8.24569537957437
"human1_lib1.final_cell_0416",10.5761713984737,-8.97414806206948
"human1_lib1.final_cell_0417",4.75771141083336,2.11578175703757
"human1_lib1.final_cell_0418",4.09311008484459,14.4867331711458
"human1_lib1.final_cell_0419",-19.1133799549808,6.84444687048667
"human1_lib1.final_cell_0420",-18.8072981831303,7.1000549523043
"human1_lib1.final_cell_0421",-6.18432474105262,-2.42747357209451
"human1_lib1.final_cell_0422",-19.0169081684818,6.8815376488375
"human1_lib1.final_cell_0423",-18.4612135884037,7.2717153755831
"human1_lib1.final_cell_0424",-1.04555696217918,-9.3390286238981
"human1_lib1.final_cell_0425",1.28983521492577,-8.94769504388101
"human1_lib1.final_cell_0426",-6.31063747374916,-1.97126105149514
"human1_lib1.final_cell_0427",-0.577816247629162,4.46937987486594
"human1_lib1.final_cell_0429",1.22840166123009,-7.27176645119912
"human1_lib1.final_cell_0430",-17.4972891804447,7.13254568258994
"human1_lib1.final_cell_0431",-6.16685914962196,-1.72990038712747
"human1_lib1.final_cell_0432",-15.3346667286625,3.9449708191561
"human1_lib1.final_cell_0433",-0.641985296892163,4.6851002899813
"human1_lib1.final_cell_0434",1.11010229618645,-10.4483711989713
"human1_lib1.final_cell_0435",-0.31283950774574,4.36115047613852
"human1_lib1.final_cell_0437",5.17432689697838,14.1753470627474
"human1_lib1.final_cell_0438",-0.751515924619671,-9.86750533898599
"human1_lib1.final_cell_0439",1.17876243622399,-7.48474529107339
"human1_lib1.final_cell_0440",5.22948265106774,14.0951325623202
"human1_lib1.final_cell_0441",-0.297335356163022,-9.9705918105436
"human1_lib1.final_cell_0442",-0.519032597230908,-9.8669016631437
"human1_lib1.final_cell_0443",2.22349190743065,15.2961337296175
"human1_lib1.final_cell_0445",-17.2920298573246,7.35904714743369
"human1_lib1.final_cell_0446",-1.39976716010475,-9.76460006554849
"human1_lib1.final_cell_0447",9.53487253220177,-9.50619438012368
"human1_lib1.final_cell_0448",-0.34815490214729,-9.7745640548063
"human1_lib1.final_cell_0449",2.78734159500695,14.787523957889
"human1_lib1.final_cell_0450",-16.0155968662968,0.595922784868113
"human1_lib1.final_cell_0451",-0.901201784299847,-9.84356525262124
"human1_lib1.final_cell_0452",-15.555097102808,3.75194546858542
"human1_lib1.final_cell_0454",-6.22962474791908,-2.14981463273294
"human1_lib1.final_cell_0455",-15.4632382389774,3.95663735548728
"human1_lib1.final_cell_0456",-18.9127688404789,6.91832849661582
"human1_lib1.final_cell_0457",-17.5913424488773,7.28003093878501
"human1_lib1.final_cell_0458",-1.62561094729805,5.46451160589927
"human1_lib1.final_cell_0459",-15.1705689427128,4.00205466429465
"human1_lib1.final_cell_0460",-1.20571267573738,-9.07564952691323
"human1_lib1.final_cell_0462",-0.429528772520062,-9.94140460808999
